Request_ID,Request_Time,Response_Time,Completion_Time,Scheduled_Time,Req_Status,Cancellation_Reason,User_ID,Provider_ID,Service_ID
6963,2021-10-17 00:00:00,2021-10-17 01:17:00,2021-10-17 01:49:00,2021-10-20 00:00:00,Completed,,1346,99,1
6964,2024-05-12 00:00:00,2024-05-12 01:16:00,,2024-05-17 00:00:00,Cancelled,Provider Unavailable,536,424,4
6965,2022-09-30 00:00:00,2022-09-30 00:58:00,,2022-10-02 00:00:00,Cancelled,Provider Unavailable,68,80,19
6966,2023-07-30 00:00:00,,,2023-08-02 00:00:00,No Response,,260,421,14
6967,2020-02-28 00:00:00,2020-02-28 00:35:00,2020-02-28 05:26:00,2020-03-02 00:00:00,Completed,,1979,67,17
6968,2024-08-22 00:00:00,2024-08-22 00:06:00,2024-08-22 04:59:00,2024-08-22 00:00:00,Completed,,656,215,6
6969,2020-04-15 00:00:00,,,2020-04-15 00:00:00,No Response,,748,297,18
6970,2025-09-25 00:00:00,2025-09-25 00:05:00,2025-09-25 02:21:00,2025-09-25 00:00:00,Completed,,1768,270,18
6971,2025-02-11 00:00:00,,,2025-02-12 00:00:00,No Response,,1,171,7
6972,2025-11-15 00:00:00,,,2025-11-18 00:00:00,No Response,,1119,498,13
6973,2020-07-28 00:00:00,2020-07-28 00:06:00,2020-07-28 04:08:00,2020-07-28 00:00:00,Completed,,1290,83,5
6974,2020-09-13 00:00:00,2020-09-13 01:18:00,,2020-09-18 00:00:00,Cancelled,User Cancelled,126,440,18
6975,2025-03-29 00:00:00,2025-03-29 01:27:00,,2025-04-01 00:00:00,Cancelled,User Cancelled,1925,86,7
6976,2020-10-10 00:00:00,2020-10-10 01:53:00,,2020-10-15 00:00:00,Cancelled,User Cancelled,232,188,9
6977,2020-08-31 00:00:00,2020-08-31 00:05:00,,2020-09-05 00:00:00,Cancelled,User Cancelled,1998,297,18
6978,2021-11-13 00:00:00,,,2021-11-17 00:00:00,No Response,,931,376,5
6979,2024-08-01 00:00:00,2024-08-01 00:47:00,2024-08-01 05:32:00,2024-08-02 00:00:00,Completed,,632,435,5
6980,2024-05-18 00:00:00,2024-05-18 01:16:00,2024-05-18 06:02:00,2024-05-21 00:00:00,Completed,,628,299,6
6981,2023-08-19 00:00:00,2023-08-19 01:22:00,,2023-08-19 00:00:00,Cancelled,User Cancelled,1321,336,9
6982,2022-09-09 00:00:00,2022-09-09 00:51:00,,2022-09-13 00:00:00,Cancelled,Late Response,1249,73,8
6983,2025-10-12 00:00:00,,,2025-10-13 00:00:00,No Response,,714,234,5
6984,2025-10-13 00:00:00,,,2025-10-13 00:00:00,No Response,,538,205,7
6985,2020-04-19 00:00:00,2020-04-19 00:46:00,,2020-04-23 00:00:00,Cancelled,Provider Unavailable,1818,223,3
6986,2021-09-04 00:00:00,,,2021-09-07 00:00:00,No Response,,749,107,1
6987,2020-08-21 00:00:00,,,2020-08-25 00:00:00,No Response,,177,140,19
6988,2025-03-31 00:00:00,,,2025-04-02 00:00:00,No Response,,610,34,14
6989,2020-06-21 00:00:00,2020-06-21 01:04:00,2020-06-21 05:34:00,2020-06-25 00:00:00,Completed,,1285,338,6
6990,2023-01-30 00:00:00,2023-01-30 01:53:00,,2023-02-01 00:00:00,Cancelled,Late Response,1398,375,4
6991,2021-05-10 00:00:00,2021-05-10 01:25:00,,2021-05-11 00:00:00,Cancelled,Late Response,166,415,3
6992,2023-05-17 00:00:00,,,2023-05-22 00:00:00,No Response,,573,173,17
6993,2022-11-20 00:00:00,2022-11-20 01:52:00,2022-11-20 02:24:00,2022-11-24 00:00:00,Completed,,991,139,19
6994,2022-01-23 00:00:00,,,2022-01-27 00:00:00,No Response,,1780,90,14
6995,2020-03-31 00:00:00,2020-03-31 01:29:00,,2020-04-01 00:00:00,Cancelled,User Cancelled,1987,204,12
6996,2020-04-02 00:00:00,2020-04-02 01:03:00,,2020-04-02 00:00:00,Cancelled,User Cancelled,1697,29,18
6997,2023-03-14 00:00:00,2023-03-14 01:42:00,2023-03-14 04:36:00,2023-03-17 00:00:00,Completed,,1168,463,16
6998,2021-06-11 00:00:00,2021-06-11 00:49:00,,2021-06-16 00:00:00,Cancelled,Provider Unavailable,659,352,5
6999,2025-08-10 00:00:00,2025-08-10 01:34:00,2025-08-10 06:24:00,2025-08-12 00:00:00,Completed,,1789,326,14
7000,2020-02-24 00:00:00,2020-02-24 00:18:00,2020-02-24 03:21:00,2020-02-29 00:00:00,Completed,,870,419,20
7001,2021-06-07 00:00:00,2021-06-07 00:53:00,2021-06-07 02:21:00,2021-06-09 00:00:00,Completed,,1338,288,4
7002,2023-03-15 00:00:00,2023-03-15 01:31:00,,2023-03-15 00:00:00,Cancelled,User Cancelled,1442,96,10
7003,2021-04-20 00:00:00,,,2021-04-25 00:00:00,No Response,,278,499,12
7004,2021-07-23 00:00:00,2021-07-23 01:33:00,,2021-07-25 00:00:00,Cancelled,Provider Unavailable,82,202,15
7005,2025-04-21 00:00:00,,,2025-04-24 00:00:00,No Response,,104,319,12
7006,2025-12-21 00:00:00,2025-12-21 01:07:00,,2025-12-23 00:00:00,Cancelled,Provider Unavailable,1839,82,10
7007,2025-12-16 00:00:00,2025-12-16 00:47:00,2025-12-16 04:42:00,2025-12-17 00:00:00,Completed,,792,125,2
7008,2020-05-01 00:00:00,,,2020-05-01 00:00:00,No Response,,1371,275,20
7009,2020-05-31 00:00:00,,,2020-06-05 00:00:00,No Response,,1759,402,2
7010,2022-12-29 00:00:00,,,2023-01-01 00:00:00,No Response,,1699,214,8
7011,2025-08-30 00:00:00,2025-08-30 01:49:00,2025-08-30 04:14:00,2025-08-31 00:00:00,Completed,,630,322,3
7012,2021-10-04 00:00:00,2021-10-04 00:06:00,2021-10-04 02:57:00,2021-10-08 00:00:00,Completed,,94,348,5
7013,2025-02-13 00:00:00,2025-02-13 00:32:00,2025-02-13 04:23:00,2025-02-17 00:00:00,Completed,,977,449,12
7014,2025-08-15 00:00:00,2025-08-15 00:53:00,,2025-08-17 00:00:00,Cancelled,Provider Unavailable,1587,335,6
7015,2023-11-22 00:00:00,2023-11-22 00:47:00,2023-11-22 05:17:00,2023-11-25 00:00:00,Completed,,738,373,12
7016,2024-01-14 00:00:00,2024-01-14 01:37:00,2024-01-14 05:25:00,2024-01-17 00:00:00,Completed,,1142,166,13
7017,2025-05-07 00:00:00,,,2025-05-08 00:00:00,No Response,,548,496,17
7018,2025-09-20 00:00:00,2025-09-20 00:19:00,,2025-09-21 00:00:00,Cancelled,User Cancelled,1348,206,10
7019,2023-11-07 00:00:00,2023-11-07 00:38:00,,2023-11-10 00:00:00,Cancelled,Late Response,106,28,6
7020,2022-09-04 00:00:00,2022-09-04 01:01:00,,2022-09-08 00:00:00,Cancelled,Late Response,543,175,8
7021,2022-12-23 00:00:00,,,2022-12-28 00:00:00,No Response,,716,70,19
7022,2023-03-24 00:00:00,2023-03-24 00:05:00,,2023-03-26 00:00:00,Cancelled,User Cancelled,1999,261,10
7023,2024-03-03 00:00:00,2024-03-03 00:47:00,2024-03-03 04:14:00,2024-03-04 00:00:00,Completed,,1412,358,10
7024,2020-06-14 00:00:00,2020-06-14 01:22:00,,2020-06-16 00:00:00,Cancelled,Late Response,1568,101,16
7025,2025-11-10 00:00:00,2025-11-10 01:20:00,2025-11-10 04:51:00,2025-11-15 00:00:00,Completed,,217,437,3
7026,2024-12-10 00:00:00,2024-12-10 01:28:00,,2024-12-14 00:00:00,Cancelled,Provider Unavailable,248,102,18
7027,2021-10-31 00:00:00,2021-10-31 01:18:00,2021-10-31 05:56:00,2021-10-31 00:00:00,Completed,,668,289,9
7028,2021-09-13 00:00:00,2021-09-13 00:14:00,,2021-09-17 00:00:00,Cancelled,Late Response,1363,98,8
7029,2020-12-22 00:00:00,2020-12-22 01:11:00,2020-12-22 01:23:00,2020-12-22 00:00:00,Completed,,1259,236,15
7030,2024-12-13 00:00:00,,,2024-12-16 00:00:00,No Response,,1462,356,13
7031,2024-04-01 00:00:00,2024-04-01 01:51:00,2024-04-01 04:16:00,2024-04-05 00:00:00,Completed,,604,482,7
7032,2025-10-29 00:00:00,2025-10-29 01:22:00,,2025-10-30 00:00:00,Cancelled,Provider Unavailable,1278,498,1
7033,2024-08-29 00:00:00,,,2024-08-31 00:00:00,No Response,,204,133,8
7034,2022-04-21 00:00:00,,,2022-04-23 00:00:00,No Response,,964,130,20
7035,2025-10-17 00:00:00,,,2025-10-21 00:00:00,No Response,,1589,246,13
7036,2024-09-07 00:00:00,2024-09-07 00:55:00,2024-09-07 01:51:00,2024-09-12 00:00:00,Completed,,435,367,17
7037,2025-02-24 00:00:00,2025-02-24 00:44:00,,2025-03-01 00:00:00,Cancelled,Provider Unavailable,1890,270,16
7038,2023-04-14 00:00:00,2023-04-14 00:15:00,2023-04-14 03:57:00,2023-04-19 00:00:00,Completed,,1073,346,2
7039,2025-01-05 00:00:00,,,2025-01-10 00:00:00,No Response,,652,84,3
7040,2023-08-08 00:00:00,2023-08-08 01:29:00,2023-08-08 02:12:00,2023-08-09 00:00:00,Completed,,75,328,1
7041,2023-07-28 00:00:00,,,2023-07-31 00:00:00,No Response,,860,11,12
7042,2025-12-17 00:00:00,2025-12-17 00:48:00,,2025-12-21 00:00:00,Cancelled,Provider Unavailable,613,32,5
7043,2024-09-30 00:00:00,,,2024-10-02 00:00:00,No Response,,1102,391,15
7044,2021-11-29 00:00:00,2021-11-29 01:11:00,,2021-11-29 00:00:00,Cancelled,User Cancelled,767,290,4
7045,2022-09-17 00:00:00,2022-09-17 01:55:00,,2022-09-18 00:00:00,Cancelled,User Cancelled,72,254,17
7046,2023-11-28 00:00:00,,,2023-11-30 00:00:00,No Response,,1601,267,8
7047,2022-12-07 00:00:00,2022-12-07 01:19:00,,2022-12-12 00:00:00,Cancelled,User Cancelled,224,88,8
7048,2025-10-15 00:00:00,2025-10-15 01:40:00,2025-10-15 03:22:00,2025-10-17 00:00:00,Completed,,414,91,12
7049,2020-11-13 00:00:00,2020-11-13 01:43:00,2020-11-13 05:09:00,2020-11-14 00:00:00,Completed,,712,164,16
7050,2023-01-10 00:00:00,2023-01-10 00:47:00,2023-01-10 01:49:00,2023-01-12 00:00:00,Completed,,1661,359,15
7051,2024-08-13 00:00:00,2024-08-13 00:22:00,2024-08-13 04:45:00,2024-08-18 00:00:00,Completed,,1223,65,17
7052,2021-02-12 00:00:00,2021-02-12 00:37:00,,2021-02-17 00:00:00,Cancelled,User Cancelled,113,79,7
7053,2020-07-01 00:00:00,2020-07-01 00:05:00,,2020-07-06 00:00:00,Cancelled,Provider Unavailable,266,269,3
7054,2023-01-26 00:00:00,2023-01-26 00:31:00,2023-01-26 03:04:00,2023-01-31 00:00:00,Completed,,795,119,10
7055,2024-03-17 00:00:00,2024-03-17 00:36:00,2024-03-17 03:53:00,2024-03-20 00:00:00,Completed,,851,2,6
7056,2022-01-04 00:00:00,,,2022-01-08 00:00:00,No Response,,569,38,13
7057,2020-06-03 00:00:00,2020-06-03 00:47:00,2020-06-03 02:14:00,2020-06-03 00:00:00,Completed,,1360,483,16
7058,2023-01-06 00:00:00,,,2023-01-11 00:00:00,No Response,,738,370,3
7059,2023-12-08 00:00:00,2023-12-08 01:05:00,2023-12-08 02:21:00,2023-12-13 00:00:00,Completed,,1960,373,8
7060,2025-09-09 00:00:00,2025-09-09 00:10:00,,2025-09-11 00:00:00,Cancelled,Late Response,406,343,13
7061,2024-01-29 00:00:00,2024-01-29 00:54:00,2024-01-29 01:30:00,2024-02-03 00:00:00,Completed,,1525,407,10
7062,2022-10-03 00:00:00,2022-10-03 00:41:00,,2022-10-08 00:00:00,Cancelled,Provider Unavailable,1810,385,5
7063,2022-11-16 00:00:00,2022-11-16 01:59:00,2022-11-16 04:52:00,2022-11-21 00:00:00,Completed,,315,450,6
7064,2020-07-05 00:00:00,2020-07-05 01:59:00,,2020-07-05 00:00:00,Cancelled,User Cancelled,1911,185,8
7065,2020-01-18 00:00:00,2020-01-18 00:51:00,,2020-01-23 00:00:00,Cancelled,Late Response,463,314,1
7066,2025-04-22 00:00:00,2025-04-22 01:53:00,,2025-04-27 00:00:00,Cancelled,User Cancelled,1870,310,5
7067,2025-09-05 00:00:00,2025-09-05 00:09:00,,2025-09-07 00:00:00,Cancelled,Provider Unavailable,403,138,2
7068,2022-06-15 00:00:00,2022-06-15 00:51:00,,2022-06-17 00:00:00,Cancelled,Provider Unavailable,1152,407,8
7069,2020-09-16 00:00:00,,,2020-09-17 00:00:00,No Response,,492,261,12
7070,2024-12-02 00:00:00,2024-12-02 01:12:00,,2024-12-05 00:00:00,Cancelled,Late Response,1140,134,7
7071,2023-11-15 00:00:00,,,2023-11-17 00:00:00,No Response,,1148,22,2
7072,2022-04-09 00:00:00,,,2022-04-09 00:00:00,No Response,,1001,365,7
7073,2024-07-21 00:00:00,,,2024-07-24 00:00:00,No Response,,944,320,5
7074,2020-02-11 00:00:00,2020-02-11 00:37:00,,2020-02-14 00:00:00,Cancelled,Provider Unavailable,2,296,10
7075,2023-07-12 00:00:00,2023-07-12 00:47:00,2023-07-12 04:28:00,2023-07-17 00:00:00,Completed,,54,53,15
7076,2023-08-16 00:00:00,,,2023-08-20 00:00:00,No Response,,1718,201,12
7077,2024-06-17 00:00:00,2024-06-17 01:13:00,,2024-06-20 00:00:00,Cancelled,Late Response,1568,314,2
7078,2021-11-01 00:00:00,2021-11-01 00:26:00,2021-11-01 03:04:00,2021-11-02 00:00:00,Completed,,1018,444,5
7079,2020-03-15 00:00:00,2020-03-15 00:56:00,2020-03-15 03:08:00,2020-03-20 00:00:00,Completed,,87,130,8
7080,2020-06-01 00:00:00,2020-06-01 01:54:00,,2020-06-05 00:00:00,Cancelled,Provider Unavailable,132,294,4
7081,2022-10-05 00:00:00,2022-10-05 01:42:00,,2022-10-06 00:00:00,Cancelled,Provider Unavailable,1717,434,4
7082,2023-05-18 00:00:00,,,2023-05-19 00:00:00,No Response,,1212,41,3
7083,2024-06-17 00:00:00,2024-06-17 00:22:00,2024-06-17 01:45:00,2024-06-18 00:00:00,Completed,,1707,26,5
7084,2021-05-09 00:00:00,2021-05-09 00:05:00,,2021-05-14 00:00:00,Cancelled,User Cancelled,324,284,14
7085,2023-05-05 00:00:00,2023-05-05 00:23:00,2023-05-05 02:46:00,2023-05-10 00:00:00,Completed,,1303,148,11
7086,2023-03-22 00:00:00,2023-03-22 00:07:00,2023-03-22 01:33:00,2023-03-23 00:00:00,Completed,,1218,80,6
7087,2020-03-02 00:00:00,2020-03-02 00:17:00,2020-03-02 02:04:00,2020-03-03 00:00:00,Completed,,1416,68,2
7088,2021-12-02 00:00:00,,,2021-12-07 00:00:00,No Response,,917,270,20
7089,2022-08-23 00:00:00,2022-08-23 00:12:00,,2022-08-28 00:00:00,Cancelled,Late Response,1377,83,9
7090,2021-01-27 00:00:00,,,2021-01-28 00:00:00,No Response,,1713,251,19
7091,2023-08-14 00:00:00,2023-08-14 00:19:00,,2023-08-19 00:00:00,Cancelled,Provider Unavailable,688,118,6
7092,2023-02-23 00:00:00,,,2023-02-28 00:00:00,No Response,,842,95,19
7093,2025-06-22 00:00:00,2025-06-22 00:41:00,,2025-06-22 00:00:00,Cancelled,Late Response,1064,141,14
7094,2025-02-03 00:00:00,2025-02-03 01:19:00,,2025-02-05 00:00:00,Cancelled,User Cancelled,1544,495,20
7095,2020-01-15 00:00:00,,,2020-01-16 00:00:00,No Response,,770,36,9
7096,2020-06-11 00:00:00,,,2020-06-11 00:00:00,No Response,,1,329,15
7097,2024-03-23 00:00:00,2024-03-23 00:21:00,2024-03-23 04:39:00,2024-03-24 00:00:00,Completed,,804,126,8
7098,2024-09-28 00:00:00,2024-09-28 01:52:00,,2024-10-03 00:00:00,Cancelled,User Cancelled,1864,63,11
7099,2022-03-21 00:00:00,2022-03-21 00:28:00,,2022-03-25 00:00:00,Cancelled,User Cancelled,864,36,16
7100,2025-04-11 00:00:00,,,2025-04-14 00:00:00,No Response,,597,165,20
7101,2022-01-16 00:00:00,,,2022-01-18 00:00:00,No Response,,1772,233,7
7102,2021-10-01 00:00:00,2021-10-01 00:40:00,2021-10-01 04:31:00,2021-10-02 00:00:00,Completed,,398,485,17
7103,2022-02-01 00:00:00,2022-02-01 01:12:00,2022-02-01 03:16:00,2022-02-02 00:00:00,Completed,,1217,82,6
7104,2022-03-17 00:00:00,,,2022-03-19 00:00:00,No Response,,1070,370,3
7105,2022-06-09 00:00:00,2022-06-09 01:21:00,,2022-06-09 00:00:00,Cancelled,Provider Unavailable,362,370,6
7106,2023-04-08 00:00:00,2023-04-08 01:57:00,2023-04-08 02:56:00,2023-04-10 00:00:00,Completed,,297,249,1
7107,2023-06-29 00:00:00,2023-06-29 00:25:00,,2023-06-30 00:00:00,Cancelled,Late Response,613,39,6
7108,2024-05-07 00:00:00,2024-05-07 01:31:00,,2024-05-07 00:00:00,Cancelled,Late Response,318,129,12
7109,2022-06-22 00:00:00,,,2022-06-27 00:00:00,No Response,,1363,422,19
7110,2020-05-21 00:00:00,2020-05-21 00:58:00,,2020-05-22 00:00:00,Cancelled,Late Response,465,464,12
7111,2022-03-16 00:00:00,,,2022-03-19 00:00:00,No Response,,1978,315,7
7112,2022-03-16 00:00:00,2022-03-16 01:15:00,,2022-03-21 00:00:00,Cancelled,User Cancelled,571,58,12
7113,2025-01-04 00:00:00,,,2025-01-09 00:00:00,No Response,,425,367,17
7114,2020-11-22 00:00:00,,,2020-11-26 00:00:00,No Response,,1932,299,12
7115,2020-05-12 00:00:00,,,2020-05-17 00:00:00,No Response,,45,175,8
7116,2025-05-29 00:00:00,2025-05-29 01:18:00,,2025-05-31 00:00:00,Cancelled,User Cancelled,1525,138,11
7117,2023-11-15 00:00:00,2023-11-15 00:21:00,,2023-11-16 00:00:00,Cancelled,User Cancelled,1042,359,6
7118,2020-02-27 00:00:00,2020-02-27 01:06:00,2020-02-27 01:18:00,2020-03-02 00:00:00,Completed,,1518,358,7
7119,2024-11-19 00:00:00,,,2024-11-21 00:00:00,No Response,,863,448,3
7120,2024-06-01 00:00:00,,,2024-06-04 00:00:00,No Response,,1031,423,10
7121,2021-11-19 00:00:00,,,2021-11-23 00:00:00,No Response,,584,239,12
7122,2022-10-19 00:00:00,,,2022-10-21 00:00:00,No Response,,201,138,18
7123,2024-01-27 00:00:00,2024-01-27 01:16:00,2024-01-27 04:41:00,2024-01-31 00:00:00,Completed,,1955,331,13
7124,2025-02-19 00:00:00,,,2025-02-19 00:00:00,No Response,,280,341,5
7125,2021-06-17 00:00:00,,,2021-06-22 00:00:00,No Response,,1529,89,11
7126,2021-02-27 00:00:00,2021-02-27 01:40:00,2021-02-27 02:21:00,2021-03-01 00:00:00,Completed,,756,412,9
7127,2021-12-29 00:00:00,,,2021-12-31 00:00:00,No Response,,728,379,14
7128,2024-07-29 00:00:00,2024-07-29 00:58:00,,2024-08-03 00:00:00,Cancelled,Late Response,147,74,14
7129,2022-12-22 00:00:00,2022-12-22 01:39:00,2022-12-22 04:29:00,2022-12-26 00:00:00,Completed,,54,403,19
7130,2020-05-25 00:00:00,2020-05-25 00:30:00,2020-05-25 04:17:00,2020-05-27 00:00:00,Completed,,824,155,16
7131,2023-08-23 00:00:00,2023-08-23 01:36:00,2023-08-23 03:05:00,2023-08-23 00:00:00,Completed,,350,431,10
7132,2022-07-10 00:00:00,2022-07-10 00:57:00,2022-07-10 01:41:00,2022-07-12 00:00:00,Completed,,881,164,9
7133,2022-04-30 00:00:00,2022-04-30 00:14:00,,2022-05-02 00:00:00,Cancelled,User Cancelled,452,153,2
7134,2022-02-17 00:00:00,2022-02-17 00:10:00,2022-02-17 00:53:00,2022-02-19 00:00:00,Completed,,1822,432,9
7135,2025-12-25 00:00:00,2025-12-25 01:28:00,2025-12-25 01:53:00,2025-12-29 00:00:00,Completed,,1385,432,14
7136,2022-09-13 00:00:00,,,2022-09-13 00:00:00,No Response,,1872,458,12
7137,2024-01-28 00:00:00,2024-01-28 01:39:00,2024-01-28 05:14:00,2024-01-30 00:00:00,Completed,,1531,96,6
7138,2024-11-29 00:00:00,,,2024-12-02 00:00:00,No Response,,1202,228,10
7139,2024-04-10 00:00:00,2024-04-10 00:41:00,,2024-04-11 00:00:00,Cancelled,Late Response,127,223,15
7140,2020-05-31 00:00:00,2020-05-31 01:29:00,,2020-06-05 00:00:00,Cancelled,User Cancelled,848,322,8
7141,2020-06-11 00:00:00,,,2020-06-11 00:00:00,No Response,,943,269,3
7142,2021-07-07 00:00:00,2021-07-07 01:52:00,,2021-07-09 00:00:00,Cancelled,Late Response,1502,19,4
7143,2024-05-23 00:00:00,,,2024-05-28 00:00:00,No Response,,1580,5,12
7144,2021-03-05 00:00:00,2021-03-05 01:39:00,2021-03-05 06:09:00,2021-03-08 00:00:00,Completed,,609,483,5
7145,2020-03-21 00:00:00,2020-03-21 00:40:00,2020-03-21 03:01:00,2020-03-25 00:00:00,Completed,,630,367,19
7146,2020-09-09 00:00:00,2020-09-09 00:26:00,,2020-09-14 00:00:00,Cancelled,User Cancelled,143,424,2
7147,2021-12-09 00:00:00,2021-12-09 00:41:00,2021-12-09 02:37:00,2021-12-09 00:00:00,Completed,,1409,37,10
7148,2023-03-30 00:00:00,2023-03-30 01:58:00,2023-03-30 04:23:00,2023-03-30 00:00:00,Completed,,1461,491,14
7149,2025-02-20 00:00:00,2025-02-20 01:30:00,2025-02-20 04:00:00,2025-02-25 00:00:00,Completed,,267,38,2
7150,2020-04-29 00:00:00,2020-04-29 00:52:00,,2020-04-29 00:00:00,Cancelled,User Cancelled,1982,106,3
7151,2025-10-04 00:00:00,2025-10-04 01:15:00,,2025-10-06 00:00:00,Cancelled,User Cancelled,181,187,17
7152,2024-10-29 00:00:00,2024-10-29 01:48:00,,2024-10-31 00:00:00,Cancelled,Late Response,793,213,1
7153,2022-12-20 00:00:00,,,2022-12-21 00:00:00,No Response,,238,137,4
7154,2023-09-22 00:00:00,2023-09-22 00:07:00,,2023-09-26 00:00:00,Cancelled,Provider Unavailable,708,480,3
7155,2025-02-18 00:00:00,2025-02-18 00:11:00,,2025-02-23 00:00:00,Cancelled,User Cancelled,247,137,5
7156,2024-05-09 00:00:00,2024-05-09 00:18:00,2024-05-09 03:19:00,2024-05-09 00:00:00,Completed,,134,176,8
7157,2021-12-14 00:00:00,,,2021-12-17 00:00:00,No Response,,241,41,14
7158,2022-05-01 00:00:00,2022-05-01 01:23:00,,2022-05-02 00:00:00,Cancelled,Provider Unavailable,1733,50,9
7159,2021-03-06 00:00:00,,,2021-03-09 00:00:00,No Response,,230,19,13
7160,2022-11-09 00:00:00,,,2022-11-12 00:00:00,No Response,,1974,167,1
7161,2023-11-25 00:00:00,2023-11-25 00:20:00,2023-11-25 00:48:00,2023-11-28 00:00:00,Completed,,383,485,11
7162,2022-02-04 00:00:00,2022-02-04 00:05:00,2022-02-04 03:59:00,2022-02-05 00:00:00,Completed,,410,256,3
7163,2023-06-08 00:00:00,2023-06-08 01:49:00,,2023-06-13 00:00:00,Cancelled,Late Response,660,376,2
7164,2025-10-20 00:00:00,2025-10-20 01:37:00,,2025-10-20 00:00:00,Cancelled,Late Response,363,154,1
7165,2021-06-09 00:00:00,2021-06-09 01:43:00,,2021-06-10 00:00:00,Cancelled,User Cancelled,1249,220,19
7166,2020-03-02 00:00:00,,,2020-03-07 00:00:00,No Response,,835,20,4
7167,2022-08-31 00:00:00,2022-08-31 01:51:00,2022-08-31 02:51:00,2022-09-05 00:00:00,Completed,,1342,314,19
7168,2020-04-15 00:00:00,,,2020-04-19 00:00:00,No Response,,1715,138,2
7169,2021-11-05 00:00:00,,,2021-11-09 00:00:00,No Response,,1399,259,4
7170,2021-07-09 00:00:00,,,2021-07-14 00:00:00,No Response,,926,483,4
7171,2025-10-15 00:00:00,,,2025-10-18 00:00:00,No Response,,1732,406,6
7172,2020-11-10 00:00:00,2020-11-10 01:35:00,,2020-11-14 00:00:00,Cancelled,Provider Unavailable,1757,461,10
7173,2022-12-20 00:00:00,,,2022-12-21 00:00:00,No Response,,1276,77,12
7174,2020-06-29 00:00:00,2020-06-29 00:56:00,2020-06-29 04:44:00,2020-07-01 00:00:00,Completed,,611,363,11
7175,2022-09-21 00:00:00,,,2022-09-26 00:00:00,No Response,,1321,89,16
7176,2024-05-31 00:00:00,2024-05-31 01:59:00,,2024-06-02 00:00:00,Cancelled,Late Response,888,321,20
7177,2020-06-02 00:00:00,2020-06-02 00:13:00,,2020-06-03 00:00:00,Cancelled,Late Response,129,450,3
7178,2025-04-02 00:00:00,2025-04-02 01:49:00,2025-04-02 04:17:00,2025-04-03 00:00:00,Completed,,1312,374,5
7179,2025-07-11 00:00:00,2025-07-11 01:08:00,,2025-07-15 00:00:00,Cancelled,Late Response,40,377,14
7180,2025-02-08 00:00:00,2025-02-08 01:09:00,,2025-02-08 00:00:00,Cancelled,User Cancelled,479,340,13
7181,2021-07-05 00:00:00,2021-07-05 00:11:00,,2021-07-09 00:00:00,Cancelled,Late Response,1011,2,17
7182,2020-12-06 00:00:00,,,2020-12-11 00:00:00,No Response,,1623,115,12
7183,2022-02-21 00:00:00,,,2022-02-21 00:00:00,No Response,,1764,454,8
7184,2021-12-31 00:00:00,2021-12-31 01:16:00,2021-12-31 02:58:00,2022-01-05 00:00:00,Completed,,728,233,19
7185,2024-04-27 00:00:00,2024-04-27 01:51:00,2024-04-27 05:19:00,2024-05-02 00:00:00,Completed,,510,406,14
7186,2025-01-01 00:00:00,2025-01-01 01:20:00,2025-01-01 04:16:00,2025-01-06 00:00:00,Completed,,336,9,3
7187,2024-04-11 00:00:00,,,2024-04-14 00:00:00,No Response,,240,348,5
7188,2024-09-10 00:00:00,,,2024-09-13 00:00:00,No Response,,119,452,18
7189,2020-03-22 00:00:00,,,2020-03-24 00:00:00,No Response,,1590,57,3
7190,2020-04-20 00:00:00,,,2020-04-24 00:00:00,No Response,,4,345,8
7191,2024-05-20 00:00:00,2024-05-20 00:32:00,,2024-05-23 00:00:00,Cancelled,User Cancelled,370,338,16
7192,2022-07-25 00:00:00,2022-07-25 00:32:00,2022-07-25 03:39:00,2022-07-25 00:00:00,Completed,,1587,271,14
7193,2025-07-13 00:00:00,2025-07-13 00:06:00,,2025-07-18 00:00:00,Cancelled,Provider Unavailable,802,201,13
7194,2020-04-18 00:00:00,,,2020-04-18 00:00:00,No Response,,726,11,17
7195,2020-08-06 00:00:00,,,2020-08-07 00:00:00,No Response,,696,426,2
7196,2022-02-04 00:00:00,2022-02-04 00:11:00,,2022-02-09 00:00:00,Cancelled,Late Response,89,214,20
7197,2020-05-26 00:00:00,2020-05-26 00:52:00,,2020-05-29 00:00:00,Cancelled,Provider Unavailable,1210,390,17
7198,2023-03-25 00:00:00,2023-03-25 01:53:00,2023-03-25 03:07:00,2023-03-27 00:00:00,Completed,,639,410,3
7199,2024-05-26 00:00:00,2024-05-26 00:52:00,2024-05-26 01:08:00,2024-05-31 00:00:00,Completed,,433,214,3
7200,2020-06-22 00:00:00,2020-06-22 00:56:00,,2020-06-22 00:00:00,Cancelled,Late Response,369,306,19
7201,2021-03-24 00:00:00,,,2021-03-26 00:00:00,No Response,,241,391,17
7202,2022-05-12 00:00:00,2022-05-12 01:08:00,,2022-05-16 00:00:00,Cancelled,Provider Unavailable,1252,450,18
7203,2021-07-02 00:00:00,2021-07-02 01:02:00,2021-07-02 04:58:00,2021-07-04 00:00:00,Completed,,1250,8,8
7204,2021-05-02 00:00:00,2021-05-02 01:00:00,,2021-05-05 00:00:00,Cancelled,Provider Unavailable,1155,427,3
7205,2023-02-17 00:00:00,2023-02-17 01:50:00,2023-02-17 06:12:00,2023-02-19 00:00:00,Completed,,761,12,2
